,,,
пн,9:00,ИР,"1,3,5,7,9,11,13,14,15,16"
,,ОАПнИЯ,"2,4,6,8,10,12"
вт,13:10,ИЯ,"1,3,5,7,9,11"
,,БФ,"2,4,6,8"
,,МедКип,"10,12,13,14"
,,Психология,"15,17"
ср,9:00,ЛЯ,"2,4,6,8,10,12,14,16,17"
,,Морфология,"1,3,5,7,9,11,13,15"
чт,9:00,Право,"1,3,5,7,9,11,13,15"
,,ОЗОЖ,"2,4,6,8"
,,АСОМД,"10,12,14,16"
,13:10,Психология,"2,4,6,8,10,12,16,18,19"
,,БХ,"1,3,5,7,9,11,15,17"
пт,9:00,Биология,"1,3,5,7,9,11,13,15"
,,Экология,"2,4,6,8"
,,Философия,"10,12,16,17"
сб,13:10,УОКП,"1-4,6-19"
