,,,
пн,9:00,Психология,"1,3,5,7,9,11,13,15,17,18, 19"
,,БХ,"2,4,6,8,10,12,14,16"
вт,13:10,ИЯ,"2,4,6,8,10,12 "
,,БФ,"1,3,5,7"
,,МедКип,"9,11,13,14"
ср,9:00,ИР,"1,3,5,7,9,11,13-16"
,,ОАПнИЯ,"2,4,6,8,10,12"
чт,9:00,Биология,"1,3,5,7,9,11,15,17"
,,Экология,"2,4,6,8"
,,Философия,"10,12,16,18"
,13:10,Право,"1,3,5,7,9,11,15,17"
,,ОЗОЖ,"2,4,6,8"
,,АСОМД,"10,12,16,18"
пт,9:00,УОКП,"1-13,15-19"
сб,13:10,ЛЯ,"1,3,7,9,11,13,15,17,19"
,,Морфология,"2,4,6,8,10,12,14,16"
