,,,
пн,9:00,УОКП,1-18
,13:10,ИЯ,"1,3,7,9,11,13"
вт,13:10,ЛЯ,"1,3,5,7,9,11,13,15,17"
,,Морфология,"2,4,6,8,10,12,14,16"
ср,9:00,Право,"1,3,5,7,9,11,13,15"
,,ОЗОЖ,"2,4,6,8"
,,АСОМД,"10,12,14,16"
чт,9:00,ИР,"1,3,5,7,9,11,15,16,17,18"
,,ОАПнИЯ,"2,4,6,8,10,12"
,13:10,Психология,"1,3,5,7,9,11,15,17"
,,БХ,"2,4,6,8,10,12,16,18"
пт,9:00,Биология,"1,3,5,7,9,11,13,15"
,,Экология,"2,4,6,8"
,,Философия,"10,12,16,17"
сб,13:10,БФ,"8,10,12,14"
,,МедКип,16-19
,,Психология,"2,4,6"
